"year","month","Residential.Commercial","BOROUGH","Ejectment","Eviction.Legal.Possession","Latitude","Longitude","Census.Tract","dtm"
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.853101,-73.885,391,2020-02-11
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.683799,-73.908141,403,2020-01-02
"2022","08","Residential","BRONX","Not an Ejectment","Possession",40.898486,-73.856682,418,2022-08-02
"2022","05","Residential","BRONX","Not an Ejectment","Possession",40.904894,-73.906327,323,2022-05-24
"2022","07","Residential","BROOKLYN","Not an Ejectment","Possession",40.640898,-73.908045,964,2022-07-14
"2022","08","Commercial","BROOKLYN","Not an Ejectment","Possession",40.59725,-73.970696,396,2022-08-25
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.625595,-73.931305,730,2020-01-22
"2022","08","Residential","BROOKLYN","Not an Ejectment","Possession",40.646377,-73.893389,984,2022-08-16
"2022","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.686013,-73.958953,229,2022-03-01
"2022","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.595442,-73.996493,304,2022-05-27
"2022","02","Commercial","MANHATTAN","Not an Ejectment","Possession",40.848084,-73.934874,263,2022-02-22
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.722067,-73.995299,43,2020-01-07
"2022","06","Residential","BRONX","Not an Ejectment","Possession",40.831214,-73.874074,62,2022-06-29
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.576739,-74.004503,336,2020-01-07
"2022","03","Commercial","BROOKLYN","Not an Ejectment","Possession",40.639586,-73.948359,830,2022-03-09
"2022","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.617733,-74.007824,198,2022-03-04
"2022","08","Residential","BRONX","Not an Ejectment","Possession",40.859569,-73.868544,33201,2022-08-11
"2022","04","Residential","QUEENS","Not an Ejectment","Possession",40.748068,-73.95667,1,2022-04-25
"2022","05","Commercial","QUEENS","Not an Ejectment","Possession",40.703178,-73.858047,639,2022-05-05
"2022","02","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.617557,-74.079093,40,2022-02-04
"2022","07","Residential","MANHATTAN","Not an Ejectment","Possession",40.720685,-73.980288,2202,2022-07-21
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.843674,-73.863642,238,2020-01-23
"2022","09","Residential","BROOKLYN","Not an Ejectment","Possession",40.657728,-73.951982,802,2022-09-13
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.680302,-73.870592,1190,2020-03-09
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.822396,-73.879644,28,2020-01-03
"2022","05","Residential","BRONX","Not an Ejectment","Possession",40.869458,-73.904489,269,2022-05-18
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.660129,-73.938968,87401,2020-02-13
"2022","08","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.545151,-74.21037,20801,2022-08-09
"2020","02","Residential","QUEENS","Not an Ejectment","Possession",40.679466,-73.851427,54,2020-02-18
"2022","09","Residential","BRONX","Not an Ejectment","Possession",40.847061,-73.917743,21502,2022-09-28
"2022","05","Commercial","MANHATTAN","Not an Ejectment","Possession",40.737045,-73.990402,52,2022-05-09
"2022","04","Residential","BROOKLYN","Not an Ejectment","Possession",40.648291,-73.944486,856,2022-04-07
"2020","02","Residential","MANHATTAN","Not an Ejectment","Possession",40.814945,-73.936012,210,2020-02-05
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.851229,-73.887884,391,2020-01-06
"2022","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.69182,-73.924234,395,2022-05-12
"2022","09","Residential","QUEENS","Not an Ejectment","Possession",40.708604,-73.895731,61301,2022-09-08
"2022","08","Residential","BROOKLYN","Not an Ejectment","Possession",40.681497,-73.928767,381,2022-08-15
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.834433,-73.941898,245,2020-01-23
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.599573,-73.764215,992,2020-01-22
"2022","06","Residential","QUEENS","Not an Ejectment","Possession",40.706613,-73.836453,134,2022-06-02
"2022","01","Residential","QUEENS","Not an Ejectment","Possession",40.687078,-73.754314,376,2022-01-10
"2022","08","Residential","QUEENS","Not an Ejectment","Possession",40.754629,-73.917027,159,2022-08-23
"2022","09","Residential","BROOKLYN","Not an Ejectment","Possession",40.670352,-73.926591,357,2022-09-29
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.868402,-73.916505,303,2020-01-15
"2022","09","Commercial","QUEENS","Not an Ejectment","Possession",40.743242,-73.883577,481,2022-09-15
"2022","10","Residential","MANHATTAN","Not an Ejectment","Possession",40.836368,-73.946613,247,2022-10-03
"2020","01","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.643261,-74.084633,7,2020-01-17
"2020","03","Residential","MANHATTAN","Not an Ejectment","Possession",40.837298,-73.94092,245,2020-03-10
"2022","09","Residential","MANHATTAN","Not an Ejectment","Possession",40.757864,-73.961843,10601,2022-09-28
"2020","02","Commercial","BROOKLYN","Not an Ejectment","Possession",40.656292,-73.949536,804,2020-02-10
"2022","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.649608,-73.93843,858,2022-05-27
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.714139,-73.745471,540,2020-01-06
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.699803,-73.984045,23,2020-01-07
"2022","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.685219,-73.869688,1184,2022-03-31
"2020","03","Residential","MANHATTAN","Not an Ejectment","Possession",40.748189,-73.988963,101,2020-03-10
"2020","02","Residential","MANHATTAN","Not an Ejectment","Possession",40.818868,-73.954254,219,2020-02-18
"2020","01","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.610259,-74.083478,40,2020-01-27
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.751768,-73.972822,88,2020-01-21
"2020","03","Residential","QUEENS","Not an Ejectment","Possession",40.740465,-73.781919,1347,2020-03-06
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.840344,-73.856218,21001,2020-02-26
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.687539,-73.86284,6,2020-01-31
"2022","03","Residential","MANHATTAN","Not an Ejectment","Possession",40.756904,-73.993727,115,2022-03-07
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.666069,-73.776658,306,2020-01-15
"2022","04","Residential","BROOKLYN","Not an Ejectment","Possession",40.647419,-73.958977,51002,2022-04-11
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.870126,-73.864322,338,2020-02-04
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.640481,-73.8956,1012,2020-03-02
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.675375,-73.769052,33402,2020-01-10
"2022","04","Residential","BRONX","Not an Ejectment","Possession",40.826781,-73.908608,185,2022-04-15
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.70059,-73.925504,429,2020-02-07
"2022","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.629731,-73.925112,728,2022-03-08
"2022","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.590238,-73.992738,304,2022-01-14
"2022","07","Residential","QUEENS","Not an Ejectment","Possession",40.653898,-73.746108,694,2022-07-01
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.818095,-73.937938,214,2020-01-28
"2022","08","Residential","BRONX","Not an Ejectment","Possession",40.826978,-73.904565,185,2022-08-02
"2022","02","Residential","BRONX","Not an Ejectment","Possession",40.836282,-73.91798,197,2022-02-10
"2022","08","Commercial","BROOKLYN","Not an Ejectment","Possession",40.652501,-73.924437,938,2022-08-18
"2020","02","Commercial","MANHATTAN","Not an Ejectment","Possession",40.803703,-73.952707,218,2020-02-11
"2021","09","Residential","QUEENS","Not an Ejectment","Possession",40.583999,-73.822014,94201,2021-09-01
"2022","06","Commercial","QUEENS","Not an Ejectment","Possession",40.721168,-73.843365,737,2022-06-09
"2020","02","Residential","MANHATTAN","Not an Ejectment","Possession",40.855464,-73.928968,277,2020-02-19
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.672847,-73.923084,359,2020-02-28
"2020","02","Residential","MANHATTAN","Not an Ejectment","Possession",40.861257,-73.926684,285,2020-02-27
"2022","06","Commercial","BROOKLYN","Not an Ejectment","Possession",40.670985,-73.950408,31702,2022-06-08
"2022","08","Commercial","BROOKLYN","Not an Ejectment","Possession",40.690026,-73.903949,409,2022-08-31
"2022","07","Residential","BROOKLYN","Not an Ejectment","Possession",40.680381,-73.867844,1188,2022-07-28
"2022","03","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.570509,-74.092974,11202,2022-03-22
"2020","02","Commercial","BRONX","Not an Ejectment","Possession",40.875568,-73.850501,364,2020-02-04
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.743076,-73.997182,87,2020-01-13
"2022","04","Residential","QUEENS","Not an Ejectment","Possession",40.770797,-73.908555,137,2022-04-20
"2022","04","Residential","BROOKLYN","Not an Ejectment","Possession",40.678207,-73.880856,1192,2022-04-08
"2020","03","Residential","MANHATTAN","Not an Ejectment","Possession",40.752704,-74.002534,99,2020-03-04
"2022","07","Residential","BROOKLYN","Not an Ejectment","Possession",40.643556,-73.894092,986,2022-07-18
"2022","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.638604,-73.972533,490,2022-02-18
"2022","07","Residential","BROOKLYN","Not an Ejectment","Possession",40.683769,-73.962884,201,2022-07-11
"2022","04","Residential","BROOKLYN","Not an Ejectment","Possession",40.689092,-73.925651,387,2022-04-19
"2020","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.677178,-73.91178,301,2020-02-20
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.823224,-73.919763,61,2020-01-30
"2022","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.683754,-73.917367,377,2022-01-03
"2022","08","Residential","MANHATTAN","Not an Ejectment","Possession",40.756086,-73.994326,115,2022-08-02
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.825054,-73.907122,185,2020-02-18
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.665313,-73.883778,1122,2020-01-06
"2022","05","Residential","QUEENS","Not an Ejectment","Possession",40.669,-73.744832,650,2022-05-16
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.655367,-73.930103,868,2020-03-06
"2022","05","Commercial","QUEENS","Not an Ejectment","Possession",40.694095,-73.850926,20,2022-05-10
"2022","08","Commercial","BROOKLYN","Not an Ejectment","Possession",40.652501,-73.924437,938,2022-08-18
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.714707,-73.783089,466,2020-01-27
"2022","05","Commercial","BROOKLYN","Not an Ejectment","Possession",40.606169,-74.003803,178,2022-05-25
"2022","06","Residential","QUEENS","Not an Ejectment","Possession",40.766084,-73.819636,1163,2022-06-02
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.799651,-73.959768,193,2020-01-31
"2022","02","Residential","MANHATTAN","Not an Ejectment","Possession",40.782149,-73.948082,154,2022-02-08
"2022","09","Residential","BRONX","Not an Ejectment","Possession",40.835957,-73.866986,218,2022-09-13
"2022","06","Commercial","MANHATTAN","Not an Ejectment","Possession",40.763337,-73.994401,129,2022-06-01
"2020","01","Commercial","BROOKLYN","Not an Ejectment","Possession",40.645634,-74.023333,22,2020-01-22
"2022","09","Residential","QUEENS","Not an Ejectment","Eviction",40.698357,-73.777246,414,2022-09-20
"2020","03","Residential","BROOKLYN","Not an Ejectment","Possession",40.687637,-73.938323,277,2020-03-13
"2020","03","Residential","QUEENS","Not an Ejectment","Possession",40.700882,-73.729974,592,2020-03-09
"2020","01","Commercial","MANHATTAN","Not an Ejectment","Possession",40.769016,-73.963219,120,2020-01-14
"2020","01","Commercial","MANHATTAN","Not an Ejectment","Possession",40.740689,-73.978875,66,2020-01-30
"2022","10","Residential","BROOKLYN","Not an Ejectment","Possession",40.611266,-73.97436,438,2022-10-03
"2022","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.643333,-73.99528,112,2022-05-27
"2020","03","Residential","QUEENS","Not an Ejectment","Possession",40.753821,-73.938543,33,2020-03-12
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.638582,-73.942472,782,2020-01-27
"2022","08","Residential","BROOKLYN","Not an Ejectment","Possession",40.644702,-73.926688,848,2022-08-02
"2022","06","Commercial","BROOKLYN","Not an Ejectment","Possession",40.639948,-73.986989,230,2022-06-08
"2020","03","Residential","BRONX","Not an Ejectment","Possession",40.844883,-73.8928,36901,2020-03-10
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.837192,-73.829244,184,2020-01-21
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.853516,-73.90063,381,2020-02-14
"2022","06","Residential","BROOKLYN","Not an Ejectment","Possession",40.680604,-73.886246,117201,2022-06-02
"2020","02","Residential","QUEENS","Not an Ejectment","Possession",40.713349,-73.778696,470,2020-02-10
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.820085,-73.899852,87,2020-02-24
"2022","07","Commercial","MANHATTAN","Not an Ejectment","Possession",40.747889,-73.987253,76,2022-07-14
"2022","04","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.596093,-74.061988,74,2022-04-08
"2022","05","Residential","BROOKLYN","Not an Ejectment","Possession",40.623057,-74.029359,62,2022-05-13
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.839951,-73.846674,200,2020-01-08
"2020","01","Residential","BRONX","Not an Ejectment","Possession",40.839951,-73.846674,200,2020-01-08
"2022","08","Residential","BROOKLYN","Not an Ejectment","Possession",40.629253,-73.957049,772,2022-08-05
"2021","10","Residential","BROOKLYN","Not an Ejectment","Possession",40.71553,-73.95256,519,2021-10-29
"2021","10","Residential","BROOKLYN","Not an Ejectment","Possession",40.71553,-73.95256,519,2021-10-29
"2020","02","Residential","QUEENS","Not an Ejectment","Possession",40.728036,-73.854732,71304,2020-02-07
"2021","12","Commercial","MANHATTAN","Not an Ejectment","Possession",40.747826,-73.987101,76,2021-12-10
"2022","07","Residential","BRONX","Not an Ejectment","Possession",40.836821,-73.915428,17902,2022-07-11
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.677146,-73.961918,305,2020-01-13
"2022","03","Residential","MANHATTAN","Not an Ejectment","Possession",40.811756,-73.952817,21303,2022-03-16
"2021","08","Commercial","BROOKLYN","Not an Ejectment","Possession",40.644344,-74.000368,94,2021-08-13
"2020","01","Residential","QUEENS","Not an Ejectment","Possession",40.59419,-73.772192,992,2020-01-23
"2020","02","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.612889,-74.082977,40,2020-02-21
"2020","01","Residential","MANHATTAN","Not an Ejectment","Possession",40.816101,-73.953493,21303,2020-01-07
"2020","01","Residential","BROOKLYN","Not an Ejectment","Possession",40.686237,-73.943985,265,2020-01-06
"2022","04","Residential","BRONX","Not an Ejectment","Possession",40.84573,-73.907491,22901,2022-04-19
"2022","02","Residential","BROOKLYN","Not an Ejectment","Possession",40.657889,-73.912577,896,2022-02-10
"2022","02","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.635784,-74.12146,13302,2022-02-24
"2022","06","Residential","BROOKLYN","Not an Ejectment","Possession",40.677955,-73.877926,1192,2022-06-01
"2020","02","Residential","STATEN ISLAND","Not an Ejectment","Possession",40.639433,-74.11541,97,2020-02-14
"2020","02","Residential","BRONX","Not an Ejectment","Possession",40.806039,-73.927655,19,2020-02-21
"2022","07","Residential","BRONX","Not an Ejectment","Possession",40.844486,-73.864873,238,2022-07-21
